timestamp,symbol,recommendation,avg_volume_pass,iv30_rv30_pass,term_structure_pass,expected_move
2025-05-11 11:57:47,STLD,Avoid,True,False,False,4.44%
2025-05-11 11:57:48,STE,Avoid,False,True,False,5.61%
2025-05-11 11:57:48,SYK,Avoid,True,False,False,2.8%
2025-05-11 11:57:50,SNPS,Avoid,False,False,False,3.68%
2025-05-11 11:57:50,SYF,Avoid,True,False,False,4.49%
2025-05-11 11:57:50,SMCI,Avoid,True,False,False,7.85%
2025-05-11 11:57:51,SYY,Consider,True,False,True,3.5%
2025-05-11 11:57:53,TMUS,Avoid,True,False,False,2.71%
2025-05-11 11:57:53,TROW,Consider,True,False,True,4.34%
2025-05-11 11:57:53,TRGP,Avoid,True,False,False,4.48%
2025-05-11 11:57:54,TTWO,Consider,True,False,True,6.6%
2025-05-11 11:57:54,TPR,Avoid,True,False,False,4.23%
2025-05-11 11:57:55,TEL,Avoid,True,True,False,1.83%
2025-05-11 11:57:55,TDY,Consider,False,True,True,7.49%
2025-05-11 11:57:56,TGT,Avoid,True,False,False,4.73%
2025-05-11 11:57:56,TER,Avoid,True,False,False,6.14%
2025-05-11 11:57:57,TSLA,Avoid,True,False,False,6.92%
2025-05-11 11:57:58,TPL,Avoid,False,False,False,5.59%
2025-05-11 11:57:58,TXT,Avoid,True,False,False,2.35%
2025-05-11 11:57:58,TXN,Avoid,True,False,False,3.65%
2025-05-11 11:57:59,TMO,Avoid,True,False,False,4.22%
2025-05-11 11:57:59,TKO,Avoid,False,False,False,4.26%
2025-05-11 11:58:00,TJX,Avoid,True,False,False,2.32%
2025-05-11 11:58:00,TT,Avoid,True,False,False,3.22%
2025-05-11 11:58:01,TSCO,Avoid,True,False,False,3.22%
2025-05-11 11:58:01,TDG,Avoid,False,False,False,3.12%
2025-05-11 11:58:01,TRV,Avoid,False,False,False,2.33%
2025-05-11 11:58:01,TRMB,Avoid,True,False,False,4.04%
2025-05-11 11:58:03,TYL,Avoid,False,False,False,2.94%
2025-05-11 11:58:03,TSN,Consider,True,False,True,3.48%
2025-05-11 11:58:03,TFC,Avoid,True,False,False,3.35%
2025-05-11 11:58:04,USB,Avoid,True,False,False,3.19%
2025-05-11 11:58:05,UBER,Avoid,True,False,False,4.09%
2025-05-11 11:58:05,UDR,Avoid,True,False,False,2.01%
2025-05-11 11:58:06,ULTA,Avoid,False,False,False,3.98%
2025-05-11 11:58:06,UNP,Avoid,True,False,False,2.87%
2025-05-11 11:58:07,UAL,Avoid,True,False,False,6.59%
2025-05-11 11:58:07,URI,Avoid,False,False,False,3.62%
2025-05-11 11:58:07,UPS,Avoid,True,False,False,3.31%
2025-05-11 11:58:08,UHS,Avoid,False,False,False,5.53%
2025-05-11 11:58:08,UNH,Avoid,True,False,False,3.71%
2025-05-11 11:58:12,VLTO,Avoid,True,False,False,3.73%
2025-05-11 11:58:12,VTR,Avoid,True,False,False,3.14%
2025-05-11 11:58:12,VRSN,Avoid,False,False,False,2.78%
2025-05-11 11:58:12,VRSK,Avoid,False,False,False,0.99%
2025-05-11 11:58:13,VLO,Avoid,True,False,False,3.49%
2025-05-11 11:58:14,VTRS,Avoid,True,False,False,4.85%
2025-05-11 11:58:15,VICI,Avoid,True,False,False,2.43%
2025-05-11 11:58:15,VZ,Avoid,True,False,False,2.32%
2025-05-11 11:58:16,VRTX,Avoid,True,False,False,4.36%
2025-05-11 11:58:17,V,Avoid,True,False,False,2.27%
2025-05-11 11:58:17,VMC,Avoid,False,False,False,2.1%
2025-05-11 11:58:18,VST,Avoid,True,False,False,6.72%
2025-05-11 11:58:18,WRB,Avoid,True,False,False,2.17%
2025-05-11 11:58:18,GWW,Avoid,False,False,False,2.25%
2025-05-11 11:58:19,WAB,Avoid,False,False,False,2.83%
2025-05-11 11:58:20,WBA,Avoid,True,True,False,2.54%
2025-05-11 11:58:21,WM,Avoid,True,False,False,2.41%
2025-05-11 11:58:21,WMT,Consider,True,False,True,5.73%
2025-05-11 11:58:21,WBD,Avoid,True,False,False,6.28%
2025-05-11 11:58:21,DIS,Avoid,True,False,False,3.05%
2025-05-11 11:58:22,WAT,Avoid,False,False,True,3.97%
2025-05-11 11:58:22,WEC,Consider,True,False,True,3.65%
2025-05-11 11:58:23,WELL,Avoid,True,False,False,2.21%
2025-05-11 11:58:23,WST,Avoid,False,False,True,4.98%
2025-05-11 11:58:24,WFC,Avoid,True,False,False,3.31%
2025-05-11 11:58:24,WY,Avoid,True,False,False,3.15%
2025-05-11 11:58:25,WSM,Avoid,True,False,False,4.9%
2025-05-11 11:58:25,WDC,Avoid,True,False,False,4.63%
2025-05-11 11:58:25,WTW,Avoid,False,False,False,2.37%
2025-05-11 11:58:26,WMB,Consider,True,False,True,3.99%
2025-05-11 11:58:26,XEL,Avoid,True,False,False,2.44%
2025-05-11 11:58:27,WDAY,Avoid,True,False,False,3.14%
2025-05-11 11:58:27,XYL,Avoid,True,False,False,2.85%
2025-05-11 11:58:27,WYNN,Avoid,True,False,False,4.09%
2025-05-11 11:58:27,YUM,Avoid,True,False,False,2.55%
2025-05-11 11:58:28,ZBRA,Avoid,False,False,False,4.24%
2025-05-11 11:58:28,ZBH,Avoid,True,False,False,2.97%
2025-05-11 11:58:28,ZTS,Consider,True,False,True,3.8%
